license_no,facility_type,licensed_name,dba_alpha_name,address,city,zip,county,phone,fax,email,license_expires,licensed_slots,administrator,licensed_owner,owner_address,owner_city_state_zip,owner_type,npi_matches,npi_authorized_official,lat,lng
FNP72Z,ADULT DAY HEALTH SERVICES FACILITY,ROYAL SENIOR CARE (FNP72Z),FIVE STAR DAY CARE LLC,1041 (500) HIGHWAY 36,ATLANTIC HIGHLANDS,07716,MONMOUTH,(732) 291-0710,0,royalseniorcare@aol.com,2027-10-31,65,Mr Samuel Herbst,Five Star Day Care Llc,101 Highway 36,"Atlantic Highlands, NJ - 07716",PROFIT - LLC,,,40.42251130,-74.09792840
AD13001,ADULT DAY HEALTH SERVICES FACILITY,SENIOR COMFORT ADULT MEDICAL DAY CARE (NJAD13001),SENIOR COMFORT LLC,"3 PARAGON WAY, SUITE 150",FREEHOLD,07728,MONMOUTH,(732) 984-6380,(732) 984-6424,mkravchenko@wishingwellcare.com,2027-01-31,240,Mr Harold Herskowitz,Senior Comfort Llc,"3 Paragon Way, Suite 150","Freehold, NJ - 07728",,,,40.23995930,-74.25525540
13007,ADULT DAY HEALTH SERVICES FACILITY,"WE CARE ADULT CARE, INC (NJ13007)","WE CARE ADULT CARE, INC",552A HIGHWAY 35 SOUTH,RED BANK,07701,MONMOUTH,(732) 741-7363,(732) 741-9188,wecareadultcare@aol.com,2026-12-31,70,Ms Tracey Wolfman,"We Care Adult Care, Inc",552-A Highway 35,"Red Bank, NJ - 07701",CORPORATION - FOR PROFIT,,,40.37688470,-74.09366620
558110,ADULT DAY HEALTH SERVICES FACILITY,YOUNG AT HEART OF EATONTOWN (NJ558110),RIVAARON LLC,139 GRANT AVENUE,EATONTOWN,07724,MONMOUTH,(732) 578-1888,(732) 935-7509,bdarlington@optonline.net,2026-10-31,35,Ms Won Chae,Rivaaron Llc,139 Grant Avenue,"Eatontown, NJ - 07724",PROFIT - LLC,,,40.29246700,-74.06391400
14015,ADULT DAY HEALTH SERVICES FACILITY,"CARING FOR LIFE ADULT DAY CARE, LLC (NJ14015)","CARING FOR LIFE ADULT DAY CARE, LLC",120 EAST HALSEY ROAD,PARSIPPANY,07054,MORRIS,(973) 515-8079,(862) 701-5490,CARINGFORLIFE.PARSIPPANY@GMAIL.COM,2027-09-30,250,Ms Emily Chan,"Caring For Life Adult Day Care, Llc",120 East Halsey Road,"Parsippany, NJ - 07054",,,,40.84977160,-74.42013600
14011,ADULT DAY HEALTH SERVICES FACILITY,JIANYANG & KANGERHOUSE LLC (NJ14011),JIANYANG & KANGERHOUSE LLC,48 HORSEHILL ROAD,CEDAR KNOLLS,07927,MORRIS,(973) 539-2969,(973) 539-2851,Debpeterse@aol.com,2026-10-31,200,Huacheng Wang,Jianyang & Kangerhouse Llc,48 Horsehill Road,"Cedar Knolls, NJ - 07927",,,,40.81620100,-74.46224400
14007,ADULT DAY HEALTH SERVICES FACILITY,MORRIS ADULT DAY CARE (NJ14007),"MORRIS ADULT DAY CARE, LLC",784 ROUTE 46,PARSIPPANY,07054,MORRIS,(973) 794-4455,(973) 794-4373,morrisadc@gmail.com,2027-09-30,140,Uma Kalu,"Morris Adult Day Care, Llc",3 Brighton Court,"Livingston, NJ - 07035",PROFIT - LLC,1629454764,WILLIAM ZENGERLE (COO),40.86256720,-74.37352470
14008,ADULT DAY HEALTH SERVICES FACILITY,NIRAMAY ADULT DAY CARE CENTER (NJ14008),NIRAMAY ADULT DAY CARE CENTER,290 ROUTE 46,PARSIPPANY,07054,MORRIS,(973) 396-8527,(973) 396-8528,TOPRAFUL@gmail.com,2027-03-31,140,Mr Amrit Patel,Niramay Adult Day Care Center,280 Route 46,"Parsippany, NJ - 07054",,1558838250,PRAFUL PATEL (Owner),40.85964290,-74.35775750
14010,ADULT DAY HEALTH SERVICES FACILITY,PARAM ADULT DAY CARE (NJ14010),"PARAM HEALTHCARE & IT SERVICES, INC",60 E HANOVER AVENUE,MORRIS PLAINS,07950,MORRIS,(973) 998-6900,(973) 998-6899,Vamin@param.us.com,2027-08-31,110,Bhruna Amin,"Param Healthcare & It Services, Inc","200 Middlesex Essex Tpk, Suite 110","Iselin, NJ - 08830",CORPORATION - FOR PROFIT,,,40.82212140,-74.47664980
14006,ADULT DAY HEALTH SERVICES FACILITY,PARSIPPANY ADULT DAYCARE CENTER (NJ14006),"PARSIPPANY ADULT DAYCARE CENTER, LLC",176 ROUTE 46,PARSIPPANY,07054,MORRIS,(973) 287-7746,(973) 201-2206,parsippanyadc@gmail.com,2026-12-31,140,Amrish Bhimani,"Parsippany Adult Daycare Center, Llc",11 Brook Avenue,"Edison, NJ - 08820",,,,40.85877530,-74.35384450
14003,ADULT DAY HEALTH SERVICES FACILITY,SECOND INNING I ADULT DAY CARE CENTER (NJ14003),"SECOND INNING I, LLC",181 KINGSTON ROAD,PARSIPPANY,07054,MORRIS,(973) 884-1855,(973) 884-1885,secondinningadc@yahoo.com,2027-08-31,100,Ms Flor Maria Soto,"Second Inning I, Llc",277 Wood Avenue,"Edison, NJ - 08820",PROFIT - LLC,,,40.82661750,-74.39274280
080187,ADULT DAY HEALTH SERVICES FACILITY,AMBASSADOR MEDICAL DAY CARE (NJ80187),AMBASSADOR HATZLACHA LLC,619 RIVER AVENUE,LAKEWOOD,08701,OCEAN,(732) 367-1133,(732) 370-1087,leah@ambassadordaycare.com,2026-11-30,90,Mordechai Grubin,Ambassador Hatzlacha Llc,1770 W. Kennedy Blvd,"Lakewood, NJ - 08701",PROFIT - LLC,1780710202,AARON STEFANSY (Controller),40.07311920,-74.21710720
658333,ADULT DAY HEALTH SERVICES in a LONG-TERM CARE FACILITY,SEACREST VILLAGE (NJ658333),"SEACREST VILLAGE, INC.",1001 CENTER STREET,LITTLE EGG HARBOR TW,08087,OCEAN,(609) 296-9292,(609) 296-0508,susanf@seacrestvillagenj.com,2022-10-31,48,Terrance Brian. Holloway,"Seacrest Village, Inc.",1001 Center Street,"Lit. Egg Harbor, NJ - 08087",CORPORATION - FOR PROFIT,,,39.57724310,-74.38096880
15102,ADULT DAY HEALTH SERVICES FACILITY,SILVER TIME ADULT DAY HEALTH CARE CENTER LLC (NJ15102),SILVER TIME ADULT DAY HEALTH CARE CENTER LLC,600 MULE ROAD,TOMS RIVER,08757,OCEAN,(848) 224-4285,(732) 234-5902,stdaycare@yahoo.com,2026-10-31,110,Ms Michele Lardieri,Silver Time Adult Day Health Care Center Llc,"600 Mule Road, Suite #15","Toms River, NJ - 08757",PROFIT - LLC,,,39.95729910,-74.24480210
658334,ADULT DAY HEALTH SERVICES in a LONG-TERM CARE FACILITY,WHITING GARDENS ADULT DAY CARE (NJ658334),WHITING GARDENS ADULT DAY CARE LLC,3000 HILLTOP ROAD,WHITING,08759,OCEAN,(732) 849-4969,(732) 849-0918,jjankelovits@whitinggardensrehab.com,2026-11-30,35,Ms Alice Shannon,Whiting Gardens Adult Day Care Llc,,", -",,,,39.96452190,-74.37973180
708112,ADULT DAY HEALTH SERVICES FACILITY,2ND HOME ADULT MEDICAL DAY (NJ708112),"2ND HOME PATERSON OPERATIONS, LLC",100 HAMILTON PLAZA GROUND FLOOR,PATERSON,07505,PASSAIC,(973) 523-3179,(973) 523-3482,alex@2ndhome.org,2027-01-31,120,Alejandro Hernandez,"2Nd Home Paterson Operations, Llc","25 E. Salem Street, Suite 500","Hackensack, NJ - 07601",PROFIT - LLC,,,40.91566050,-74.17006300
708116,ADULT DAY HEALTH SERVICES FACILITY,"2ND HOME PASSAIC, LLC (NJ708116)","2ND HOME PASSAIC OPERATIONS, LLC",63 GROVE STREET,PASSAIC,07055,PASSAIC,(973) 779-4228,(973) 779-4238,angela@2ndhome.org,2027-01-31,120,Kassandra Santiago,"2Nd Home Passaic Operations, Llc",25 E Salem Street Suite 500,"Hackensack, NJ - 07601",PROFIT - LLC,,,40.86003290,-74.12944400
082305,ADULT DAY HEALTH SERVICES FACILITY,2ND HOME TOTOWA (NJ82305),2ND HOME TOTOWA LLC,120 COMMERCE WAY,TOTOWA,07512,PASSAIC,(973) 890-5888,(973) 890-2755,alba@2ndhome.org,2027-09-30,104,Ms Alba Ferman,2Nd Home Totowa Llc,120 Commerce Way,"Totowa, NJ - 07512",,1790214708;1750435798,SAM OLLECH (COO);ARACELY HERNANDEZ (Administrator),40.90927290,-74.23934180
708117,ADULT DAY HEALTH SERVICES FACILITY,A PLUS ADULT MEDICAL DAY CARE (NJ708117),"A PLUS ADULT MEDICAL DAY CARE, LLC",575 EAST 18TH STREET,PATERSON,07514,PASSAIC,(973) 977-9100,(973) 977-2023,aplusadmi36@gmail.com,2027-07-31,120,Ms Sharon Girdley,"A Plus Adult Medical Day Care, Llc",17 East Texas Avenue,"Long Beach Twp, NJ - 08008",PROFIT - LLC,,,40.92048270,-74.15477830
708113,ADULT DAY HEALTH SERVICES FACILITY,"BUCKINGHAM ADULT MEDICAL DAY CARE CENTER, LLC (NJ708113)","BUCKINGHAM ADULT MEDICAL DAY CARE CENTER, LLC",316 NORTH 6TH STREET,PROSPECT PARK,07508,PASSAIC,(973) 904-3870,0,lkrasne@buckinghamamdc.com,2027-01-31,250,James Cruz,"Buckingham Adult Medical Day Care Center, Llc",316 North Sixth Street,"Prospect Park, NJ - 07508",PROFIT - LLC,,,40.93299650,-74.16904380
16012,ADULT DAY HEALTH SERVICES FACILITY,"CARE FACTORY INC, THE (NJ16012)","THE CARE FACTORY, INC","397 HALEDON AVENUE, SUITE 202",HALEDON,07508,PASSAIC,(973) 444-0110,0,carefactorymhk@gmail.com,2027-03-31,120,Ms Ana Sanchez,"The Care Factory, Inc",397 Haledon Avenue,"Haledon, NJ - 07508",CORPORATION - FOR PROFIT,,,40.93751830,-74.18194360
16014,ADULT DAY HEALTH SERVICES FACILITY,DIAMOND YEARS ADULT MEDICAL DAY CARE CENTER (NJ16014),"DIAMOND YEARS ADULT MEDICAL DAY CARE CENTER, LLC",360 WEST CLINTON STREET,HALEDON,07508,PASSAIC,(973) 942-4111,0,Lourdes@diamondyearsadc.com,2027-03-31,160,Lourdes Matias,"Diamond Years Adult Medical Day Care Center, Llc",360 W Clinton Street,"Haledon, NJ - 07508",,1508214099,EUGENA KIM (Administrator),40.93269370,-74.18225330
16019,ADULT DAY HEALTH SERVICES FACILITY,HAPPY HOME ADULT DAY CARE (NJ16019),"FREEHOLD HEALTHCARE, LLC","680 BROADWAY, SUITE 601",PATERSON,07514,PASSAIC,(862) 336-1701,(862) 336-1712,mlee@happyhomesnj.com,2027-04-30,360,Ms Myoung Lee,"Freehold Healthcare, Llc","40 Vreeland Avenue, Suite 107","Totowa, NJ - 07512",PROFIT - LLC,1740678861,ROBERT NOTTE (Managing Member),40.91775100,-74.14439820
708110,ADULT DAY HEALTH SERVICES FACILITY,MI CASA ES SU CASA INC (NJ708110),"ADULT DAY HEALTH, INC.",911 E 23RD ST,PATERSON,07543,PASSAIC,(973) 345-4300,(973) 345-8811,jessica.langlois@sevitahealth.com,2026-12-31,120,Mrs Diana Lozano,"Adult Day Health, Inc.","225 Foxborough Blvd, Suite 103","Foxborough, MA - 02035",,,,40.90903850,-74.15308100
708114,ADULT DAY HEALTH SERVICES FACILITY,"NEW CARING OF PROSPECT PARK , THE (NJ708114)",THE NEW CARING OF PROSPECT PARK LLC,262 N. 10TH STREET,PROSPECT PARK,07508,PASSAIC,(973) 904-9042,(973) 904-9046,marthac@thenewcaring.com,2023-09-30,250,Ms Priya Bhansali,The New Caring Of Prospect Park Llc,262 North 10Th Street,"Prospect Park, NJ - 07508",PROFIT - LLC,,,40.93346720,-74.17431850
16021,ADULT DAY HEALTH SERVICES FACILITY,PARAM ADULT DAY CARE (NJ16021),"PARAM HEALTHCARE & IT SERVICES, INC",750 BLOOMFIELD AVENUE,Clifton,07012,PASSAIC,(862) 238-7675,(862) 238-7679,Vamin@param.us.com,2027-01-31,110,Mr Bhavbhuti Patel,"Param Healthcare & It Services, Inc","200 Middlesex Essex Tpk, Suite 110","Iselin, NJ - 08830",CORPORATION - FOR PROFIT,,,40.84986680,-74.15287810
PQGG17,ADULT DAY HEALTH SERVICES FACILITY,PRESTIGE OF WOODLAND PARK AMDC (NJPQGG17),PRESTIGE OF WOODLAND PARK AMDC LLC,1225 MCBRIDE AVENUE,WOODLAND PARK,07424,PASSAIC,(973) 782-4112,(973) 782-4116,isaac@prestigeamdc.org,2027-08-31,135,Ms Yelena Yanovsky,Prestige Of Woodland Park Amdc Llc,1225 Mcbride Avenue,"Woodland Park, NJ - 07424",,,,40.89070240,-74.21298010
16020,ADULT DAY HEALTH SERVICES FACILITY,PROMISING ADULT DAYCARE (NJ16020),PROMISING ADULT DAYCARE LLC,"540 STRAIGHT STREET, 3RD FLOOR",PATERSON,07503,PASSAIC,(862) 262-4949,(973) 833-3200,admin@promisingadultdaycare.com,2027-02-28,130,Mr Yehudah Fink,Promising Adult Daycare Llc,540 Straight Street,"Paterson, NJ - 07503",,,,40.90561590,-74.16647480
708100,ADULT DAY HEALTH SERVICES FACILITY,STRAIGHT AND NARROW MEDICAL DA (NJ708100),"STRAIGHT & NARROW, INC.","182 FIRST STREET, 1ST FLOOR",PASSAIC,07055,PASSAIC,(973) 405-6675,(973) 405-6887,jraphael@straightandnarrowinc.org,2019-11-30,36,Mr Sam Pirozzi,"Straight & Narrow, Inc.",P O Box 2738,"Paterson, NJ - 07509",CORPORATION - NONPROFIT,,,40.86725840,-74.11773340
708115,ADULT DAY HEALTH SERVICES FACILITY,SWEET HOME ADULT MEDICAL DAY CARE (NJ708115),SWEET HOME ADULT MEDICAL DAY CARE INC,45 E MADISON AVENUE,Clifton,07011,PASSAIC,(973) 478-4200,(973) 478-0909,carzak@gmail.com,2027-07-31,118,Abigail Nieves,Sweet Home Adult Medical Day Care Inc,45 E Madison Avenue,"Clifton, NJ - 07011",CORPORATION - FOR PROFIT,,,40.87477360,-74.13528060
02033,ADULT DAY HEALTH SERVICES FACILITY,TRUCARE ADULT MEDICAL DAY CARE (NJ02033),TRUCARE ADULT MEDICAL DAY CARE,1111 PAULISON AVENUE,Clifton,07011,PASSAIC,(973) 913-5143,(973) 553-6910,priyank@trucareadc.com,2027-05-31,120,Monica Tucci,Trucare Adult Medical Day Care,1111 Paulson Avenue,"Clifton, NJ - 07011",,,,40.85449960,-74.12559020
16007,ADULT DAY HEALTH SERVICES FACILITY,XANADU ADULT MEDICAL DAY CARE CENTER (NJ16007),"MER ASSOCIATES, LLC","615 MAIN AVENUE, 3RD FLOOR",PASSAIC,07055,PASSAIC,(973) 365-0079,(973) 365-1772,abolanos2011@gmail.com,2027-05-31,160,Ms Aracely Bolanos,"Mer Associates, Llc",615 Main Avenue,"Passaic, NJ - 07055",PROFIT - LLC,,,40.85979420,-74.12548700
17001,ADULT DAY HEALTH SERVICES FACILITY,SALEM COUNTY ADULT CARE (NJ17001),"SALEM COUNTY ADULT DAY CARE, LLC",53 SOUTH BROAD STREET,PENNS GROVE,08069,SALEM,(856) 299-1111,(856) 299-5036,admin@salemcountydaycare.com,2026-09-30,80,Kiana Gregory,"Salem County Adult Day Care, Llc",53 South Broad Street,"Penns Grove, NJ - 08069",PROFIT - LLC,,,39.72810550,-75.46924840
808311,ADULT DAY HEALTH SERVICES FACILITY,ADULT LEARNING CENTER AT HILLSBOROUGH (NJ808311),"THE MATHENY SCHOOL AND HOSPITAL, INC.",216 RT 206 S SUITE 3 & 4,HILLSBOROUGH,08844,SOMERSET,(908) 904-1055,(908) 904-1035,sbielefeldt@matheny.org,2021-11-30,30,Mr Sean Bielefeldt,"The Matheny School And Hospital, Inc.",65 Highland Avenue,"Peapack, NJ - 07977",CORPORATION - NONPROFIT,,,0,0
808310,ADULT DAY HEALTH SERVICES FACILITY,"FOREVER YOUNG MEDICAL DAY CARE, LLC (NJ808310)","FOREVER YOUNG MEDICAL DAY CARE, L.L.C.",18 WORLDS FAIR DRIVE,SOMERSET,08873,SOMERSET,(732) 271-8010,(732) 271-8116,mtolcheva@gmail.com,2027-04-30,200,Mr Sergey Gerouta,"Forever Young Medical Day Care, L.L.C.",18 Worlds Fair Drive,"Somerset, NJ - 08873",PROFIT - LLC,1528280823,MARIYA TOLCHEVA (OWNER),40.53369420,-74.51542960
18112,ADULT DAY HEALTH SERVICES FACILITY,NEW LIFE ADULT DAYCARE (NJ18112),"NEW LIFE ADULT DAYCARE, LLC","727 FRANKLIN BOULEVARD, SUITE # 6",SOMERSET,08873,SOMERSET,(732) 253-5658,(732) 325-0860,newlife.care14@yahoo.com,2027-08-31,60,Rachnaben Tripathi,"New Life Adult Daycare, Llc",727 Franklin Boulevard,"Somerset, NJ - 08873",,,,40.48484010,-74.48127460
18110,ADULT DAY HEALTH SERVICES FACILITY,PARADISE ADULT DAY HEALTHCARE (NJ18110),"PARADISE ADULT DAY HEALTHCARE, LLC",23 WORLD FAIR DRIVE,SOMERSET,08873,SOMERSET,(732) 595-5315,(732) 595-5317,vladtolchev@gmail.com,2027-07-31,250,Mr Vladislav Tolchev,"Paradise Adult Day Healthcare, Llc",23 World Fair Drive,"Somerset, NJ - 08873",PROFIT - LLC,,,40.53286300,-74.51474290
AD18000,ADULT DAY HEALTH SERVICES FACILITY,PARENT'S CARE (NJAD18000),"NAND GHANSHYAM, LLC",347 ELIZABETH AVENUE,SOMERSET,08873,SOMERSET,(972) 489-8092,(732) 289-6524,parentscareadc@gmail.com,2027-07-31,50,Mr Srutivallabhdas Swami,"Nand Ghanshyam, Llc",3008 Vroom Drive,"Bridgewater, NJ - 08807",PROFIT - LLC,,,40.54340810,-74.53396940
25378,ADULT DAY HEALTH SERVICES FACILITY,PARKER AT SOMERSET ADULT DAY HEALTH SERVICES (NJ25378),"PARKER HOME AND COMMUNITY BASED SERVICES, INC.",15 DELLWOOD LANE,EAST MILLSTONE,08873,SOMERSET,(732) 565-2417,0,pvlecides@parkerlife.org,2026-11-30,40,Paul Vlecides,"Parker Home And Community Based Services, Inc.",443 River Road,"Highland Park, NJ - 08904",,,,0,0
18203,ADULT DAY HEALTH SERVICES FACILITY,RAINBOW HOME (NJ18203),"RAINBOW HEALTHCARE, INC","370 CAMPUS DRIVE, SUITE #114",SOMERSET,08873,SOMERSET,(732) 412-7167,(866) 665-6944,rainbowhomeadc@gmail.com,2027-02-28,90,Ms Roylice Brack,"Rainbow Healthcare, Inc","370 Campus Drive, Suite 114","Somerset, NJ - 08875",CORPORATION - FOR PROFIT,,,40.54551100,-74.54272520
NZDOUG,ADULT DAY HEALTH SERVICES FACILITY,2ND HOME SPRINGFIELD (NJNZDOUG),2ND HOME SPRINGFIELD LLC,40 STERN AVENUE,SPRINGFIELD,07081,UNION,(973) 376-4004,(973) 376-8060,Meir@2ndhome.org,2027-02-28,120,Meir Cohen,2Nd Home Springfield Llc,"25 East Salem Street, Suite 500","Hackensack, NJ - 07061",,,,40.68994610,-74.31759600
908116,ADULT DAY HEALTH SERVICES FACILITY,"2ND HOME SWEET HOME OPERATIONS, LLC (NJ908116)","HOME SWEET HOME OPERATIONS, LLC",550 NORTH BROAD STREET,ELIZABETH,07208,UNION,(908) 994-0050,(908) 994-0056,Rosanny@2ndhome.org,2026-12-31,155,Not Assigned,"Home Sweet Home Operations, Llc","25 E Salem Street, Suite 500","Hackensack, NJ - 07601",PROFIT - LLC,,,40.67513050,-74.21343860
408200,ADULT DAY HEALTH SERVICES FACILITY,ADVANCED SERVICES INTERNATIONAL DAY CARE PLUS (NJ408200),"ADVANCED SERVICES INTERNATIONAL, INC.",841 ST GEORGE AVENUE,ROSELLE,07203,UNION,(201) 209-0001,(201) 209-1333,njadvanced@yahoo.com,2027-04-30,100,Ms Ilona Mazor,"Advanced Services International, Inc.",49-51 Morton Place,"Jersey City, NJ - 07305",CORPORATION - FOR PROFIT,,,40.71357610,-74.08449650
908300,ADULT DAY HEALTH SERVICES in a LONG-TERM CARE FACILITY,ARISTACARE AT NORWOOD TERRACE (NJ908300),NORWOOD TERRACE NURSING AND REHABILITATION CENTER,40-44 NORWOOD AVENUE,PLAINFIELD,07060,UNION,(908) 769-1400,(908) 769-8092,NTadmin@aristacare.com,2027-02-28,30,Mr Israel Klein,Norwood Terrace Nursing And Rehabilitation Center,40-44 Norwood Avenue,"Plainfield, NJ -",PROFIT - PARTNERSHIP,,,40.62636740,-74.41877290
908115,ADULT DAY HEALTH SERVICES FACILITY,CEDAR HARBOR MEDICAL DAY CARE CENTER (NJ908115),"CEDAR HARBOR MEDICAL DAY CARE CENTER, LLC",545 EAST 1ST AVENUE,ROSELLE,07203,UNION,(908) 298-8588,(908) 298-8511,Admin@cedarharborday.com,2027-01-31,125,Lowell Fein,"Cedar Harbor Medical Day Care Center, Llc",199 Glen Avenue,"Lakewood, NJ - 08701",PROFIT - LLC,,,40.66232190,-74.24998300
908113,ADULT DAY HEALTH SERVICES FACILITY,DAYBREAK ADULT DAYCARE AT ELIZABETH (NJ908113),DAYBREAK ADULT DAYCARE AT ELIZABETH LLC,712 NEWARK AVENUE,ELIZABETH,07208,UNION,(908) 353-3530,(908) 353-3529,info@daybreakamdc.com,2027-04-30,61,Ms Ilia Fuster,Daybreak Adult Daycare At Elizabeth Llc,142 W Scott Avenue,"Rahway, NJ - 07065",PROFIT - LLC,,,40.67938370,-74.21052670
908112,ADULT DAY HEALTH SERVICES FACILITY,FIVE STAR ADULT MEDICAL DAY CARE CENTER (NJ908112),FIVE STAR ADULT MEDICAL DAY CARE CENTER LLC,1201 DEERFIELD TERRACE,LINDEN,07036,UNION,(908) 486-5750,(908) 486-3325,5staramdc@gmail.com,2026-11-30,110,Kenneth Pulley,Five Star Adult Medical Day Care Center Llc,537 Eugene Lane,"Wycoff, NJ - 07481",PROFIT - LLC,,,40.63247940,-74.27244700
908110,ADULT DAY HEALTH SERVICES FACILITY,SAGE SPEND A DAY (NJ908110),"SAGE ELDERCARE, INC.",290 BROAD STREET,SUMMIT,07901,UNION,(908) 598-5520,(908) 598-5545,dlopez@sageeldercare.org,2027-08-31,64,Stephanie Canete,"Sage Eldercare, Inc.",290 Broad Street,"Summit, NJ - 07901",CORPORATION - NONPROFIT,,,40.71507740,-74.35521910
18202,ADULT DAY HEALTH SERVICES FACILITY,SARAHCARE AT WATCHUNG SQUARE (NJ18202),"SARAHCARE @ WATCHUNG SQUARE, LLC",1115 GLOBE AVENUE,MOUNTAINSIDE,07092,UNION,(908) 561-8888,(908) 222-3481,jgrana@sarahcare.com,2027-01-31,140,Dr Juan Grana,"Sarahcare @ Watchung Square, Llc",35 Mary Ellen Drive,"Edison, NJ - 08820",PROFIT - LLC,,,40.67972020,-74.33757710
908117,ADULT DAY HEALTH SERVICES FACILITY,SENIOR SPIRIT OF ROSELLE PARK (NJ908117),"SENIOR SPIRIT OF ROSELLE PARK, LLC",430 EAST WESTFIELD AVENUE,ROSELLE PARK,07204,UNION,(908) 241-9393,(908) 241-5622,rickg@seniorspirit.com,2027-02-28,150,Lourdes Ruiz,"Senior Spirit Of Roselle Park, Llc",430 East Westfield Avenue,"Roselle Park, NJ - 07204",PROFIT - LLC,1245384916,ENRIQUE GIORDANO (Managing Member),40.66341250,-74.24920360
20004,ADULT DAY HEALTH SERVICES FACILITY,TOWN SQUARE ADULT MEDICAL DAY CARE CENTER (NJ20004),TOWN SQUARE ADULT MEDICAL DAY CARE CENTER INC,1155 EAST JERSEY STREET,ELIZABETH,07201,UNION,(908) 787-0980,(908) 787-0983,tsadmin@tsamdcc.com,2026-12-31,80,Yajahira Torres,Town Square Adult Medical Day Care Center Inc,1155 East Jersey Street,"Elizabeth, NJ - 07201",CORPORATION - FOR PROFIT,,,40.66542880,-74.21348450
