npi,name,status,enumerated,official,official_title,address,city,zip,phone,primary_adc,n_locations
1699329094,"PRESTIGIOUS ADULT DAY CARE, INC.",A,2019-07-25,GWEN WALKER,consultant,7 BROAD AVE STE 301,PALISADES PARK,07650,601-317-1417,True,0
1427737584,PRIME LUXURY HAVEN,A,2023-07-17,AKIN OBISESAN,Director,18 2ND ST,NEWARK,07107,718-925-7080,False,0
1689051732,PRINCETON ADULT DAY CARE LLC,A,2015-04-28,SHAHRUKH JOVINDAH,Owner,2245 ROUTE 130,SOUTH BRUNSWICK,08810,609-577-0588,True,0
1861290298,PRIYA PATEL,A,2025-03-03,,,15 CHESAPEAKE RD,MONMOUTH JUNCTION,08852,732-599-4691,True,0
1245352905,PROMISE ALTERNATIVE CARE INC,A,2007-04-04,STEPHEN CONSIDINE,Financial Administrator,1149 MARLKRESS RD,CHERRY HILL,08003,856-751-4884,True,0
1649891706,PROMISING ADULT DAY CARE LLC,A,2020-04-29,RANY GHAZY,Owner,540 STRAIGHT ST,PATERSON,07503,973-833-3000,True,0
1699953406,"PROVIDENCE CARE, LLC",A,2008-02-04,SIMON FRIDMANN,Owner,80 W UPPER FERRY RD,EWING,08628,732-942-6400,True,0
1043168487,PUNITKUMAR PATEL,A,2026-03-20,,,155 ALGONQUIN PKWY,WHIPPANY,07981,862-579-5289,True,0
1588921886,R H C ADC INC,A,2012-04-12,RAJESH JARIWALA,PRESIDENT,28 WILLOW AVE,ISELIN,08830,917-520-4126,True,0
1710461157,RACHNABEN TRIPATHI,A,2018-09-21,,,NEW LIFE ADULT DAYCARE,SOMERSET,08873,732-253-5658,True,0
1811155393,RAINBOW HEALTHCARE INC.,A,2008-05-30,AMRISH BHIMANI,President,370 CAMPUS DR,SOMERSET,08873,732-991-3782,True,0
1952668253,RELIANCE ADULT DAY CARE INC,A,2012-04-12,RAJESH JARIWALA,PRESIDENT,8 JOCAMA BLVD,OLD BRIDGE,08857,732-591-9155,True,0
1093040958,RELIANCE HEALTHCARE NJ INC.,A,2009-10-11,RAJESH JARIWALA,President,106 MAIN STREET,SOUTH AMBOY,08879,732-721-9200,True,0
1063259075,REM NEW JERSEY INC,A,2024-07-09,RYAN LOVELADY,Regional Director,95 CONNECTICUT DR STE C,BURLINGTON,08016,732-627-9890,True,0
1053798934,"REM NEW JERSEY, INC.",A,2015-04-30,BRETT COHEN,COO,80 COTTONTAIL LN,SOMERSET,08873,732-627-9890,True,0
1801397922,RENEE MALTS,A,2018-02-23,,,440 WASHINGTON ST,ORANGE,07050,973-677-2273,True,0
1780278481,"RESOURCES FOR INDEPENDENT LIVING, INC.",A,2021-02-23,LISA KILLION-SMITH,Executive Director,195 N BROADWAY,PENNSVILLE,08070,856-678-9400,False,0
1518402221,"RESOURCES FOR INDEPENDENT LIVING, INC.",A,2017-01-04,LISA KILLION-SMITH,Executive Director,193 N BROADWAY,PENNSVILLE,08070,856-678-9400,False,1
1992241475,RGS OPERATING LLC,A,2017-01-09,DAVID SILVERBERG,President,80 W UPPER FERRY RD,EWING,08628,609-883-0020,True,0
1114266178,RISING STAR ADULT DAY CARE CENTER LLC,A,2013-02-11,SEJAL DASONDI,Director,1980 N OLDEN AVENUE EXT,EWING,08618,732-979-4512,True,0
1205978384,"RIVAARON, LLC",A,2007-02-13,RAY SIMONIAN,DIRECTOR OF SOCIAL SERVICE,139 GRANT AVE,EATONTOWN,07724,732-578-1888,True,0
1053438002,RIVERSIDE MANOR ADULT DAY HEALTH CARE CENTER L.L.C.,A,2007-03-23,DAVID MILLER,Manager,699 CROSS ST,LAKEWOOD,08701,732-370-9400,True,0
1447660170,ROBERT ABDULLAH,A,2014-05-02,,,10 DIAMOND CT,FRANKLIN PARK,08823,732-986-3831,True,0
1942965132,ROSE GARDEN NJ LLC,A,2021-11-03,SAJJAD LADHA,OWNER,911 ARENA DR,HAMILTON,08610,201-417-3396,True,0
1285843748,RUTGERS-UNIVERSITY BEHAVIORAL HEALTH CARE,A,2007-05-22,FRANCIS COLFORD,"Vice President, Finance & Treasurer",671 HOES LN,PISCATAWAY,08854,732-235-5940,True,0
1083848642,"SALEM ADULT DAY CARE, LLC",A,2009-05-12,JENNIFER BUCOLO,Administrator,53-55 S BROAD ST,PENNS GROVE,08069,856-299-1111,True,0
1962602912,SARAHCARE@WATCHUNG SQUARE,A,2007-07-18,JUAN GRANA,President,130 ROUTE 22 E,NORTH PLAINFIELD,07060,908-561-8888,True,0
1417425000,"SATYANARAYAN HEALTHCARE, LLC",A,2018-11-13,TEJAS PATEL,MANAGING MEMBER,217-225 DURHAM AVE,SOUTH PLAINFIELD,07080,908-769-5100,True,0
1265665194,"SATYANARAYAN HEALTHCARE, LLC",A,2009-08-26,TEJAS PATEL,Member,1 EHEL ROAD,EDISON,08817,908-769-5100,True,0
1497176341,SEACREST VILLAGE ADULT DAY CARE,A,2013-12-19,MICHELLE MEDORA,Business Office Manager,1001 CENTER ST,LITTLE EGG HARBOR TWP,08087,609-296-9292,True,0
1720266455,SECOND INNING ADULT DAY CARE CENTER,A,2008-02-05,NALIN PATEL,Owner,1501 LIVINGSTON AVE,NORTH BRUNSWICK,08902,732-626-5544,True,0
1063681179,SECOND INNING1 ADULT DAY CARE CENTER,A,2008-02-22,JAGAT MEHTA,Owner,155 ALGONQUIN PKWY,WHIPPANY,07981,190-832-9555,True,0
1780952671,SELAH CARE CENTER A NJ NON-PROFIT ORG,A,2011-12-06,DARLENE TRANQUILLI,Executive Director,236 MAIN STREET,LEWISTON,04240,207-513-5150,True,0
1376766493,SENIOR CARE & ACTIVITIES CENTER,A,2007-04-10,FREDERICK JENNY,Executive Director,110 GREENWOOD AVE,MONTCLAIR,07042,973-783-5589,True,0
1376057059,"SENIOR CARE CENTERS OF AMERICA, INC .",A,2017-11-17,CRAIG MEHNERT,President/COO,430 E WESTFIELD AVE,ROSELLE PARK,07204,215-642-6600,True,0
1154458289,"SENIOR CARE CENTERS OF AMERICA, INC .",A,2007-02-27,DEBORA HOCKENBURY,Contracts Manager,123 EGG HARBOR RD,SEWELL,08080,856-589-6500,True,0
1154458297,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2007-02-27,DEBORA HOCKENBURY,Contracts Manager,8008 US ROUTE 130 NORTH,DELRAN,08075,856-461-1700,True,0
1306144019,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2011-03-03,DEBORA HOCKENBURY,Contracts Manager,435 HARDING HWY,CARNEYS POINT,08069,856-878-6035,True,0
1760519870,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2007-02-27,DEBORA HOCKENBURY,Contracts Manager,1361 CHEWS LANDING RD,LAUREL SPRINGS,08021,856-784-4000,True,0
1760915821,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2017-04-06,CRAIG MEHNERT,COO,324 55TH ST,WEST NEW YORK,07093,215-642-6600,True,0
1366571630,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2007-03-05,DEBORA HOCKENBURY,Contracts Manager,211 S MAIN ST,CAPE MAY COURT HOUSE,08210,609-465-8840,True,0
1457804106,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2016-07-29,CRAIG MEHNERT,COO,911 E 23RD ST,PATERSON,07513,973-345-4300,True,0
1144358870,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2007-03-02,STEPHANIE VANSCHAICK,Regulatory and Contract Analyst,750 W DELILAH RD,PLEASANTVILLE,08232,609-652-3600,True,0
1124155239,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2007-02-27,DEBORA HOCKENBURY,Contracts Manager,556A LIPPONCOTT DRIVE,MARLTON,08053,856-988-3250,True,0
1649306556,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2007-02-26,DEBORA HOCKENBURY,Contracts Manager,2695 S LINCOLN AVE,VINELAND,08361,856-691-3756,True,0
1386770295,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2007-02-26,DEBORA HOCKENBURY,Contracts Manager,410 WHITEHEAD RD,HAMILTON,08619,609-883-0200,True,0
1588197644,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2017-04-06,CRAIG MEHNERT,COO,6201 GRAND AVE,NORTH BERGEN,07047,215-642-6600,True,0
1831226943,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2007-02-27,DEBORA HOCKENBURY,Contracts Manager,1000 ATLANTIC AVE,CAMDEN,08104,856-246-3350,True,0
1699073866,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2011-03-11,DEBORA HOCKENBURY,Contracts Manager,1137 HIGHWAY 77,BRIDGETON,08302,856-451-7227,True,0
1316361793,"SENIOR CARE CENTERS OF AMERICA, INC.",A,2014-02-06,DEBORA HOCKENBURY,Contracts Manager,2125 ROUTE 88,BRICK,08724,732-899-1331,True,0
1962310961,"SENIOR LIFE SOMERSET, INC.",A,2026-08-31,DAVID DODSON,CFO,757 ROUTE 202/206,BRIDGEWATER,08807,814-535-6000,False,0
1245384916,SENIOR SPIRIT OF ROSELLE PARK,A,2007-01-22,ENRIQUE GIORDANO,Managing Member,430 EAST WESTFIELD AVENUE,ROSELLE PARK,07204,908-241-9393,True,0
1669598314,SENIOR STAR CORP. MEDICAL DAY,A,2007-03-22,JULIA KIPNIS,President,1676 N OLDEN AVE,EWING,08638,609-434-0041,True,0
1609178599,SENIOR STAR CORP. SOCIAL DAY,A,2010-11-26,JULIA KIPNIS,President,1676 N OLDEN AVE,EWING,08638,609-434-0041,True,0
1386782811,SENIORS COUNT LLC,A,2007-02-05,FRIEDA FINKELSTEIN,Administrator,324 55TH ST,WEST NEW YORK,07093,201-223-6800,True,0
1619322021,SEVA SADAN LLC,A,2016-05-04,JIGNESH PATEL,COO,165 AMHERST AVE,COLONIA,07067,732-983-2403,True,0
1528768009,SHAANTI DHAAM LLC,A,2023-03-03,MEGHA GUGLANI,Administrator,24 US HIGHWAY 46,WAYNE,07470,973-519-7121,True,0
1023481983,SHAHNAWAZ ADULT CARE,A,2015-11-01,PANKAJ BHATT,ADMINISTRATOR,36 MERIDIAN RD,EDISON,08820,732-662-1200,True,0
1740982602,SHAKTI DAY CARE LLC,A,2023-03-21,HIRAL PATEL,Manager,902 OAK TREE AVE STE 5100,SOUTH PLAINFIELD,07080,732-318-8261,True,0
1386488385,SHAMS ADULT DAY CARE CENTER,A,2024-06-24,JOLIE FROMM,Administrator,2600 US HIGHWAY 1,NORTH BRUNSWICK,08902,732-444-2000,True,0
1891824835,SHORE WINDS CORP,A,2007-03-05,SUSAN MACDONALD,PRES,205 W PARKWAY DR,EGG HARBOR TWP,08234,609-484-3311,True,0
1275017816,SHREWSBURY HEALTH ADULT DAYCARE,A,2018-09-19,MARIO MILLAN,Ower,114 WASHINGTON AVE,BELLEVILLE,07109,973-336-4968,True,0
1770881559,SIGNATURE HEALTH CARE OF MONTCLAIR LLC,A,2011-03-03,MICHAEL SANTANA,Manager,110 GREENWOOD AVE,MONTCLAIR,07042,973-783-5589,True,0
1144617929,SILVER TIME ADULT DAY HEALTH CARE CENTER LLC,A,2015-04-20,SANDEEP PATEL,Owner,611 MULE RD,TOMS RIVER,08757,908-462-2656,True,0
1437536414,SINAI CENTER FOR REHABILITATION,A,2015-04-29,ELI FRANKEL,partner,65 JAY STREET,NEWARK,07103,917-572-4041,True,0
1821499021,SMARTER LEARNING CENTER,A,2014-09-08,JI SONG,DIRECTOR,440 SYLVAN AVE,ENGLEWOOD CLIFFS,07632,201-869-9700,True,0
1982136636,SOCIAL AFFAIRS,A,2017-03-31,ALEX RIVERO,Director,355 E 35TH ST,PATERSON,07504,201-674-2428,True,0
1831798305,SOUTH BRUNSWICK ADC LLC,A,2020-10-25,VANDANA NAYAK,Asst. Admin,2000 CORNWALL RD STE 500,MONMOUTH JUNCTION,08852,732-673-5679,True,0
1902049380,SOUTH PLAINFIELD DAY CARE,A,2009-04-14,PEARL ABRAHAM,administrator,3000 HADLEY RD,SOUTH PLAINFIELD,07080,908-822-0300,True,0
1639318306,"SPECTRUM FOR LIVING DEVELOPMENT, INC.",A,2009-02-19,CARMINE MARCHIONDA,President/CEO,50 BLANCH AVE,CLOSTER,07624,201-784-9400,True,0
1427452622,"SPEND A DAY, SAGE ELDERCARE, INC",A,2014-10-17,ANGELA SULLIVAN,Interim Executive Director,290 BROAD ST,SUMMIT,07901,908-273-5500,True,0
1174337125,SS DAY CARE LLC,A,2025-02-01,JANAK PATEL,MEMBER,200 MORRISVILLE SQUARE WAY STE 105,MORRISVILLE,27560,731-318-9927,True,0
1316338452,ST. ANN'S ADULT MEDICAL DAY CARE,A,2015-02-11,JANET MERLY-LIRANZO,Administratior,198 OLD BERGEN RD,JERSEY CITY,07305,201-433-0950,True,0
1518203462,ST. JOHN OF GOD COMMUNITY SERVICES,A,2012-12-21,THOMAS OSORIO,Executive Director,1147 DELSEA DRIVE,WESTVILLE GROVE,08093,856-848-4700,False,0
1053058016,STAR ADULT DAY CARE LLC,A,2022-05-19,MICHAEL DUGGER,Administaror,7999 N ROUTE 130,PENNSAUKEN,08110,856-287-7954,True,0
1982268074,STAR CARE SUPPORT SERVICES,A,2019-04-24,STELLA ADJEI,Owner,60 COVENTRY CIR,PISCATAWAY,08854,732-910-9050,False,0
1639623515,STARS ADULT MEDICAL DAY CARE CENTER,A,2016-08-09,MARGARITA SANTIAGO,Owner/Back up Administator,1470 HADDON AVE,CAMDEN,08103,856-203-3548,True,0
1942123906,STARS SAI INC,A,2026-08-04,CHITRA SABAPATHI,Onwer,431 US HIGHWAY 22 E,WHITEHOUSE STATION,08889,856-534-5345,True,0
1457588576,"STERLING ADULT DAY CARE CENTER, LLC",A,2009-06-16,SEJAL DASONDI,Member,120 N CENTER DR,NORTH BRUNSWICK,08902,732-951-2020,True,0
1881819811,STRAIGHT AND NARROW INC,A,2007-04-16,DAVID MACTAS,Executive Director,182 1ST STREET,PASSAIC,07055,973-405-6675,True,0
1083195788,"STRONG TOWER SOCIAL SERVICES, INC",A,2018-08-22,OLUSOLA OLOIDI,Director,341 FISH POND ROAD,GLASSBORO,08028,856-906-4745,True,0
1003958703,SUNFLOWER MEDICAL ADULT DAY CARE,A,2007-02-12,CYNTHIA CHEVAL,Administrator,300 BROADWAY,BAYONNE,07002,201-243-0666,True,0
1720644792,"SUNNY SKIES, INC",A,2019-05-15,GURBIR JOHAL,Owner,88 ROOSEVELT AVE,CARTERET,07008,732-887-2004,True,0
1134421472,SWEET HOME ADC INC. SOCIAL DAYCARE PROGRAM,A,2010-11-18,JOHN DONADIO,administrator,45 E MADISON AVE,CLIFTON,07011,973-478-4200,True,0
1841318482,SWEET HOME ADULT MEDICAL DAY CARE INC,A,2007-03-26,CAROLYN ZAKREVSKY,Administrator,45 E MADISON AVE,CLIFTON,07011,973-478-4200,True,0
1124891437,TAMMY OWENS-DUNMORE,A,2023-10-30,,,15 LESLIE ST,NEWARK,07108,973-444-5906,True,0
1073460838,TCNJ OF ESSEX LLC,A,2026-03-11,ANTYONE AARON AGEDAY,OWNER,81 NORTHFIELD AVE STE 304,WEST ORANGE,07052,862-259-6063,True,0
1982564597,THE AJOE CENTER,A,2025-11-15,AMA BAFFOE,Executive Director,200 MAIN ST,GLEN GARDNER,08826,973-436-4704,False,0
1881721231,THE CLUB AT KENSINGTON COURT,A,2007-02-27,JOHN WOZNISKY,Administrator,864 SHREWSBURY AVE,TINTON FALLS,07724,732-542-8700,True,0
1114253580,THE ELDER CARE ADVOCATE GROUP,A,2009-10-20,MARC BRODY,President,7 ELM ST,WESTFIELD,07090,908-789-2008,True,0
1164561189,THE GALLEN ADULT DAY HEALTH CARE CENTER AT RTHE JEWISH HOME AT HOME,A,2007-02-06,CAROL ELLIOTT,Executive Vice President,10 LINK DR,ROCKLEIGH,07647,201-784-1414,True,0
1881736411,THE GALLERY AT BUCKINGHAM PLACE,A,2007-02-12,ANDREA WEBB,Administrator,155 RAYMOND RD,PRINCETON,08540,732-329-8954,True,0
1851628184,"THE GARDEN ADHC, LLC",A,2009-11-06,DORIS SUAREZ,C.E.O./ Managing Partner,147 MAIN ST,HACKENSACK,07601,201-736-6428,True,0
1982439600,THE GOOD DAYCARE CORP.,A,2024-09-03,JACQUELINE CHI,Owner,16328 NORTHERN BLVD # 2R,FLUSHING,11358,646-575-2912,True,0
1265750269,THE NEWSTEAD PROPERTY GROUP LLC,A,2010-05-14,CORNELIUS & VERSEY MARTIN,President,72 SPEIR DR,SOUTH ORANGE,07079,973-763-3510,True,0
1285778951,"THE NORTH WARD CENTER, INC,",A,2007-02-16,YESSENIA ALVAREZ- VERA,Administrator,288 -298 MOUNT PROSPECT AVE,NEWARK,07104,973-481-6145,True,0
1982448882,THE SCALP PROGRAM LLC,A,2024-06-24,MOSHE ROSENBERG,CEO,413 W SCHOOL HOUSE LN,PHILADELPHIA,19144,973-678-5500,False,0
1194581066,THEIR PLACE INC.,A,2024-02-27,NICOLE APPELLO,Chief Executive Officer,1000 WOODBRIDGE CENTER DR STE 214,WOODBRIDGE,07095,732-360-8065,True,0
1841502226,TOUCHBYFAITH CORP.,A,2010-07-13,TIFFANY HAZZARD,Director,451- 453 COIT STREET,IRVINGTON,07111,908-248-8044,True,0
1205172954,TOWN SQUARE ADULT MEDICAL DAY CARE CENTER INC.,A,2012-12-28,JOAN MARIE GRANATO,Owner,1155 E JERSEY ST,ELIZABETH,07201,908-787-0980,True,0
1427281138,TOWN SQUARE AT AMBER COURT OF ELIZABETH,A,2009-08-27,AARON SINGER,Administrator,1155 E JERSEY ST,ELIZABETH,07201,908-352-9200,True,0
1720110588,"TOWNCO CONSULTANTS, INC",A,2007-03-09,STEVEN GOLDBERG,PRESIDENT,2125 ROUTE 88,BRICK,08724,732-899-1331,True,0
1952433724,"TOWNCO CONSULTANTS, INC",A,2007-03-09,STEVEN GOLDBERG,PRESIDENT,115 GRAWTOWN RD,JACKSON,08527,732-928-9222,True,0
1285101980,TRUCARE ADULT MEDICAL DAY CARE,A,2018-10-31,ATHER USMANI,Owner,111 PAULISON AVENUE,CLIFTON,07011,973-913-5143,True,0
1265186159,TS ADULT ENRICHMENT SERVICES LLC,A,2022-02-09,KEVIN HERMAN,Owner,1930 ROUTE 88,BRICK,08724,732-451-6185,True,0
1053578229,"VANNA ENTERPRISES, LLC",A,2008-05-16,BERNADETTE PECHILIO,Managing Director,225 N CENTER DR,NORTH BRUNSWICK,08902,732-296-1119,True,0
1124260260,"VANNA ENTERPRISES, LLC",A,2009-04-06,BERNADETTE PECHILIO,Managing Director,4 DRAKE RD,SOMERSET,08873,732-809-7214,True,0
1770200024,VASANT KHARADI,A,2022-10-26,,,1 FEILER CT,LAWRENCE TWP,08648,609-802-4670,True,0
1396194536,VATSALYA ADULT DAY CARE,A,2016-06-08,BHAVIN MEHTA,OWNER,1412 STELTON RD UNIT 6-10,PISCATAWAY,08854,718-971-3016,True,0
1629490453,VCARE ADULT CENTER LLC,A,2014-01-14,KAILASH GUPTA,Consultant,121 ETHEL RD W,PISCATAWAY,08854,908-812-5079,True,0
1730776451,VCARE NJ HOLDINGS LLC,A,2020-12-29,YOGESH DORAWALA,COO,121 ETHEL RD W,PISCATAWAY,08854,732-640-0455,True,0
1851721708,VICTORIAN GARDEN ADULT DAY CENTER,A,2013-11-13,PHYLLIS FLEMMING,Owner/Executive Director,353 MAIN ST,CHATHAM,07928,973-635-2266,True,0
1790630200,VILLAGE CARE SERVICES LLC,A,2026-03-02,JAMEE RUDDY,Owner,786 S MAPLE AVE,GLEN ROCK,07452,856-390-5357,False,0
1144714080,VILLAGE DRIVE HEALTHCARE URBAN RENEWAL LLC,A,2018-06-14,DREW BARILE,CEO,1125 VILLAGE DR,MILLVILLE,08332,732-403-3151,False,0
1083778880,VISITING NURSE ASSOCIATION OF NORTHERN NEW JERSEY AFFILIATED HEALTH SE,A,2006-12-19,FAITH SCOTT,President/CEO,175 SOUTH STREET,MORRISTOWN,07960,973-539-1216,True,0
1649857186,VIVION BAMBARA,A,2021-03-29,,,101 E GIBBSBORO RD APT 1611,LINDENWOLD,08021,346-262-7732,False,0
1770708794,WE CARE ADULT CARE INC.,A,2007-04-16,AMRISH BHIMANI,Owner,552 A HIGHWAY 35,RED BANK,07701,732-741-7363,True,0
1700524097,WELLSPRING ADULT DAY SERVICES CORP.,A,2022-05-25,USHER SCHWARTZ,CEO,399 HOES LN,PISCATAWAY,08854,917-588-2081,True,0
1316431190,WHITE HORSE ALR LLC,A,2018-06-15,DREW BARILE,CEO,308 S WHITE HORSE PIKE,HAMMONTON,08037,732-403-3151,False,0
1316597677,WHITE HORSE HMT URBAN RENEWAL LLC,A,2019-09-18,DREW BARILE,Member,308 S WHITE HORSE PIKE,HAMMONTON,08037,732-403-3151,False,0
1528059656,"WILEY CHRISTIAN ADULT DAY SERVICES, INC.",A,2005-10-28,GARY GILMORE,CEO,6103 WESTFIELD AVE,PENNSAUKEN,08110,856-486-9737,True,0
1205673019,XL VICTORIA ADULT DAYCARE,A,2024-07-09,MUHAMMAD SHAHERYAR,President,323 N BROAD ST,ELIZABETH,07208,862-262-9701,True,0
1104598374,ZINNIA ABA LLC,A,2021-10-05,GILBERT YATES,Contract Manager,3822 CAMPUS DR STE 500,NEWPORT BEACH,92660,877-262-7803,True,2
1164189965,ZINNIA ABA LLC,A,2021-11-29,CATHERINE BUCHEGER,Billing Manager,3 CORBETT WAY,EATONTOWN,07724,657-304-0103,True,0
